style;name;color;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;;description
eqyft05154;openbar crew;kvj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Mock layered Crew^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester 370 gsm brushed back fleece^Fit: Oversized fit^Neck:Crew^Layered cotton waffle sleeve^Softhand screenprint at chest^Quiksilver woven label in sideseam
eqyft05155;double up hoody;gze0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Oversized fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Softhand screenprint at CF with direct embrodiery artwork layed over print^Quiksilver woven label in sideseam
eqyft05155;double up hoody;rsg0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Oversized fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Softhand screenprint at CF with direct embrodiery artwork layed over print^Quiksilver woven label in sideseam
eqyft05156;old english zip through hood;brg0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Zip through Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Oversized fit^Neck: hood^Hood drawcord^Metal CF zipper^Kangaroo pocket^Softhand screenprint ^Quiksilver woven label in sideseam
eqyft05156;old english zip through hood;gze0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Zip through Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Oversized fit^Neck: hood^Hood drawcord^Metal CF zipper^Kangaroo pocket^Softhand screenprint ^Quiksilver woven label in sideseam
eqyft05157;stretch tribal hoody;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Oversized fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Softhand screenprint ^Quiksilver woven label in sideseam
eqyft05157;stretch tribal hoody;psm0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Oversized fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Softhand screenprint ^Quiksilver woven label in sideseam
eqyft05158;salt water crew;cmd0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280 Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05158;salt water crew;ktp0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280 Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05158;salt water crew;kvj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280 Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05158;salt water crew;sjsh;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280 Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05158;salt water crew;tkr;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280 Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05159;salt water hoodie;csd0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05159;salt water hoodie;ktp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05159;salt water hoodie;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05159;salt water hoodie;pkm0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05159;salt water hoodie;sjsh;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05159;salt water hoodie;tkp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05160;salt water zip hoodie;bnd0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05160;salt water zip hoodie;cre0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05160;salt water zip hoodie;kvj0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05160;salt water zip hoodie;tkr;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05160;salt water zip hoodie;tzc0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Embroidery on chest^Quiksilver recycled woven label pack
eqyft05166;diamond hoody;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Regular fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Quiksilver embroidery patch at chest
eqyft05166;diamond hoody;rzm0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Regular fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Quiksilver embroidery patch at chest
eqyft05166;diamond hoody;tmp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoody^Fabric: 50% Recycled Cotton, 30% Cotton, 20% Recycled Polyester 400 gsm brushed back fleece^Fit: Regular fit^Neck: Pop over hood^Hood drawcord^Kangaroo pocket^Quiksilver embroidery patch at chest
eqyft05168;light waves hoodie;cmd0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05168;light waves hoodie;gng0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05168;light waves hoodie;ktp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05168;light waves hoodie;wbb0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05185;basic graphic crew;tkr;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets:^Rib at collar,cuff and bottom hem^Quiksilver art^Quiksilver recycled woven label pack
eqyft05185;basic graphic crew;wdw0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets:^Rib at collar,cuff and bottom hem^Quiksilver art^Quiksilver recycled woven label pack
eqyft05186;sunchiser;sjsh;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoodie^80% Cotton, 20% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Garment wash^Kangaroo pocket^Rib at cuffs and bottom^Hood drawcord^Colourblocked with contrasted piping at chest and sleeves^Quiksilver art at middle front^Quiksilver flag label in left side seam when worn
eqyft05186;sunchiser;wdw0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hoodie^80% Cotton, 20% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Garment wash^Kangaroo pocket^Rib at cuffs and bottom^Hood drawcord^Colourblocked with contrasted piping at chest and sleeves^Quiksilver art at middle front^Quiksilver flag label in left side seam when worn
eqygl03026;storm  spare lens;bra0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03026;storm  spare lens;cmw0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03026;storm  spare lens;ggg0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03026;storm  spare lens;rqf0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03026;storm  spare lens;xmms;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03026;storm  spare lens;yhj0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03034;storm mg lens;kvj0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Color Luxe lens technology Sonar by ZEISS¨^Cylindrical injected double lens with magnets integrated^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03034;storm mg lens;ndf7;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Color Luxe lens technology Sonar by ZEISS¨^Cylindrical injected double lens with magnets integrated^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03034;storm mg lens;rqf0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Color Luxe lens technology Sonar by ZEISS¨^Cylindrical injected double lens with magnets integrated^Anti-fog and anti-scratch treatment^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03035;the webb lens;blq3;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Thoric Fusion lens with Speed Connect Press seal system integrated^Super Anti-fog >120s with anti-scratch treatment^Color Luxe lens enhancer technology ^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03035;the webb lens;glc8;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Thoric Fusion lens with Speed Connect Press seal system integrated^Super Anti-fog >120s with anti-scratch treatment^Color Luxe lens enhancer technology ^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03035;the webb lens;kvj0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Thoric Fusion lens with Speed Connect Press seal system integrated^Super Anti-fog >120s with anti-scratch treatment^Color Luxe lens enhancer technology ^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03035;the webb lens;ndf7;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Thoric Fusion lens with Speed Connect Press seal system integrated^Super Anti-fog >120s with anti-scratch treatment^Color Luxe lens enhancer technology ^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03035;the webb lens;wbz0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Thoric Fusion lens with Speed Connect Press seal system integrated^Super Anti-fog >120s with anti-scratch treatment^Color Luxe lens enhancer technology ^Multilayer coated Lens^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03036;browdy/feenity basic spare lens;kvj0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03036;browdy/feenity basic spare lens;ndf7;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03036;browdy/feenity basic spare lens;wbz0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Non-coated lens^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
eqygl03038;browdy/feenity color luxe ml;bqe0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Multilayer lens coating for sunny weather^UV Protection: 100% UV protection^Warranty: 3 year warranty^certified EN 18527-1:2022
eqygl03038;browdy/feenity color luxe ml;bqe1;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Multilayer lens coating for sunny weather^UV Protection: 100% UV protection^Warranty: 3 year warranty^certified EN 18527-1:2022
eqygl03038;browdy/feenity color luxe ml;cnp0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Multilayer lens coating for sunny weather^UV Protection: 100% UV protection^Warranty: 3 year warranty^certified EN 18527-1:2022
eqygl03038;browdy/feenity color luxe ml;rqf0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Multilayer lens coating for sunny weather^UV Protection: 100% UV protection^Warranty: 3 year warranty^certified EN 18527-1:2022
eqygl03038;browdy/feenity color luxe ml;rqf1;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Multilayer lens coating for sunny weather^UV Protection: 100% UV protection^Warranty: 3 year warranty^certified EN 18527-1:2022
eqygl03038;browdy/feenity color luxe ml;skt0;253;;quiksilver;men;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Super Anti-fog >120s with anti-scratch treatment^Multilayer lens coating for sunny weather^UV Protection: 100% UV protection^Warranty: 3 year warranty^certified EN 18527-1:2022
