style;color;division;gender;age;category;parent_type;subtype;activity_use;sustainability
n4ahb6elp9;blk;element;men;adult;skate;skate_accessory;trucks;skate;
q4aha7elf9;blk;element;men;adult;skate;skate_accessory;tool;skate;
q4aha8elf9;blk;element;men;adult;skate;skate_accessory;tool;skate;
q4aha9elf9;blk;element;men;adult;skate;skate_accessory;tool;skate;
q4ahb1elf9;blk;element;men;adult;skate;skate_accessory;tool;skate;
q4ahb2elf9;blk;element;men;adult;skate;skate_accessory;trucks;skate;
q4ahb3elf9;blk;element;men;adult;skate;skate_accessory;trucks;skate;
s4sha1elp0;blk;element;men;adult;skate;skate_accessory;bearing;skate;
u4aha1elf0;blk;element;men;adult;skate;skate_accessory;trucks;skate;
w4aha7elp1;blk;element;men;adult;skate;skate_accessory;tool;skate;
z4aha6elf1;blk;element;men;adult;skate;skate_accessory;trucks;skate;
elys300001;blk;element;men;adult;footwear;shoes;sneaker;training;
elys300016;blk;element;men;adult;footwear;shoes;sneaker;training;
elys300021;blk;element;men;adult;footwear;shoes;sneaker;training;
elys300031;blk;element;men;adult;footwear;shoes;sneaker;training;
elys300035;blk;element;men;adult;footwear;shoes;workwear;active;
elys300038;blk;element;men;adult;footwear;shoes;sneaker;training;
elys300040;blk;element;men;adult;footwear;shoes;sneaker;training;
elys300041;blk;element;men;adult;footwear;shoes;sneaker;training;
25aw193502;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
25aw193505;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
25aw193506;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
25aw193508;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_gloves;surf;limestone_derived
25aw193510;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25aw193511;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25aw193512;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25aw203501;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw203503;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw203504;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213500;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213501;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213502;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213503;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213504;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213506;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213512;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213513;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;
25aw213514;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw213515;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw213516;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw213520;blk;quiksilver;men;adult;surf;wetsuit;fullsuit;surf;limestone_derived
25aw293500;blk;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
25cw203500;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;
25cw213503;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;
25cw213508;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
25cw213509;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
aqbaa03033;blk;quiksilver;boys;kids;accessories;beach_accessory;poncho;beach;
aqbaa03050;blk;quiksilver;boys;kids;accessories;school_supplies;pencil_case;school;
aqbaa03051;blk;quiksilver;boys;kids;accessories;school_supplies;pencil_case;school;
aqbha03406;blk;quiksilver;boys;kids;accessories;cap;snapback;active;
aqbha03593;blk;quiksilver;boys;kids;accessories;cap;trucker;active;
aqbha03615;blk;quiksilver;boys;kids;accessories;cap;snapback;active;
aqbha03616;blk;quiksilver;boys;kids;accessories;cap;trucker;active;
aqbjv03054;blk;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
aqbwr03064;blk;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
aqbwr03065;blk;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
aqkaa03005;blk;quiksilver;boys;kids;accessories;beach_accessory;poncho;beach;
aqkha03402;blk;quiksilver;boys;kids;accessories;cap;trucker;active;
aqkha03421;blk;quiksilver;boys;kids;accessories;cap;trucker;active;
aqkwr03026;blk;quiksilver;boys;2-7_years;surf;rashguard;classic;surf;
aqkwr03027;blk;quiksilver;boys;2-7_years;surf;rashguard;classic;surf;
aqmha03129;blk;quiksilver;men;adult;accessories;hat;lifeguard;beach;
aqyaa03187;blk;quiksilver;men;adult;accessories;beach_accessory;towel;beach;
aqyaa03233;blk;quiksilver;men;adult;accessories;beach_accessory;poncho;beach;
aqyaa03243;blk;quiksilver;men;adult;accessories;wallet;tri_fold;casual;
aqyaa03354;blk;quiksilver;men;adult;accessories;beach_accessory;towel;beach;
aqyaa03357;blk;quiksilver;men;adult;accessories;wallet;bi_fold;casual;
aqyaa03358;blk;quiksilver;men;adult;accessories;wallet;tri_fold;casual;
aqyaa03385;blk;quiksilver;men;adult;accessories;wallet;tri_fold;casual;
aqyaa03417;blk;quiksilver;men;adult;accessories;belt;buckle;casual;
aqyfb03038;blk;quiksilver;men;adult;clothing;pants;joggers;training;
aqyft03330;blk;quiksilver;men;adult;clothing;pullover;full_zip;casual;
aqyft03331;blk;quiksilver;men;adult;clothing;pullover;crew;casual;
aqyft03340;blk;quiksilver;men;adult;clothing;pullover;hoodie;casual;
aqyft03356;blk;quiksilver;men;adult;clothing;pullover;fleece;casual;
aqyft03358;blk;quiksilver;men;adult;clothing;pullover;crew;casual;
aqyft03390;blk;quiksilver;men;adult;clothing;pullover;full_zip;casual;
aqyft03410;blk;quiksilver;men;adult;clothing;pullover;hoodie;casual;
aqyft03413;blk;quiksilver;men;adult;clothing;pullover;full_zip;casual;
aqyha00145;blk;quiksilver;men;adult;accessories;hat;lifeguard;beach;
aqyha03314;blk;quiksilver;men;adult;accessories;hat;sun;beach;
aqyha03575;blk;quiksilver;men;adult;accessories;cap;military;active;
aqyha03978;blk;quiksilver;men;adult;accessories;cap;stretch;active;
aqyha04002;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha04614;blk;quiksilver;men;adult;accessories;cap;stretch;active;
aqyha04782;blk;quiksilver;men;adult;accessories;beanie;knit;snow;
aqyha04793;blk;quiksilver;men;adult;accessories;cap;trucker;active;
aqyha05096;blk;quiksilver;men;adult;accessories;cap;trucker;active;
aqyha05213;blk;quiksilver;men;adult;accessories;beanie;knit;snow;
aqyha05354;blk;quiksilver;men;adult;accessories;cap;trucker;active;
aqyha05377;blk;quiksilver;men;adult;accessories;cap;trucker;active;
aqyha05417;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05428;blk;quiksilver;men;adult;accessories;cap;stretch;active;
aqyha05430;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05442;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05443;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05447;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05448;blk;quiksilver;men;adult;accessories;hat;bucket;beach;
aqyha05452;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05454;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyha05458;blk;quiksilver;men;adult;accessories;cap;snapback;active;
aqyjv03153;blk;quiksilver;men;adult;swim;boardshorts;regular;surf;
aqynp03029;blk;quiksilver;men;adult;clothing;pants;chino;casual;
aqywr03130;blk;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03131;blk;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03133;blk;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03135;blk;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03136;blk;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03142;blk;quiksilver;men;adult;surf;rashguard;classic;surf;
aqywr03153;blk;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03154;blk;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywr03187;blk;quiksilver;men;adult;surf;rashguard;surf_tee;surf;
aqywt03369;blk;quiksilver;men;adult;clothing;shirt;flannel;casual;
aqywt03370;blk;quiksilver;men;adult;clothing;shirt;flannel;casual;
aqywt03373;blk;quiksilver;men;adult;clothing;shirt;flannel;casual;
aqyzt09600;blk;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqyzt09605;blk;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqyzt09891;blk;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqyzt09970;blk;quiksilver;men;adult;clothing;t-shirt;crew;casual;
cq10030mb;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10030mg;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10030mt;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10041mb;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10041mk;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10041mw;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10045mb;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10045md;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
cq10045mw;blk;quiksilver;men;adult;footwear;shoes;sneaker;training;
eqbaa03090;blk;quiksilver;boys;kids;accessories;school_supplies;pencil_case;school;
eqbaa03094;blk;quiksilver;boys;kids;accessories;snow_accessory;neckwarmer;snow;
eqbbs03730;blk;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbbs03732;blk;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbbs03734;blk;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbdp03185;blk;quiksilver;boys;8-16_years;clothing;jeans;stretch;casual;
eqbdp03186;blk;quiksilver;boys;8-16_years;clothing;jeans;stretch;casual;
eqbey03011;blk;quiksilver;boys;kids;surf;sunglasses;square;surf;
eqbey03012;blk;quiksilver;boys;kids;surf;sunglasses;square;surf;
eqbey03013;blk;quiksilver;boys;kids;surf;sunglasses;shield;surf;
eqbfb03151;blk;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03158;blk;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03179;blk;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03180;blk;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbfb03181;blk;quiksilver;boys;8-16_years;clothing;pants;joggers;training;
eqbft03720;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03839;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03856;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03889;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03890;blk;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03891;blk;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03947;blk;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03948;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03949;blk;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03950;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03951;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03956;blk;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03957;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03958;blk;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03960;blk;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03961;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbft03962;blk;quiksilver;boys;8-16_years;clothing;pullover;full_zip;casual;
eqbft03963;blk;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbft03964;blk;quiksilver;boys;8-16_years;clothing;pullover;hoodie;casual;
eqbha03099;blk;quiksilver;boys;kids;accessories;beanie;polar-lined;snow;
eqbha03100;blk;quiksilver;boys;kids;accessories;beanie;knit;snow;
eqbha03101;blk;quiksilver;boys;kids;accessories;beanie;knit;snow;
eqbha03102;blk;quiksilver;boys;kids;accessories;beanie;knit;snow;
eqbhn03018;blk;quiksilver;boys;kids;accessories;snow_accessory;gloves;snow;
eqbhn03039;blk;quiksilver;boys;kids;snow;snow_accessory;gloves;snow;
eqbhn03040;blk;quiksilver;boys;kids;snow;snow_accessory;mittens;snow;pfc_free
eqbjk03275;blk;quiksilver;boys;8-16_years;clothing;jackets;puffer;casual;
eqbjk03336;blk;quiksilver;boys;8-14_years;clothing;jackets;poncho;casual;
eqbjk03337;blk;quiksilver;boys;8-16_years;clothing;jackets;rain;casual;
eqbjk03340;blk;quiksilver;boys;8-16_years;clothing;jackets;windbreaker;casual;
eqbjk03341;blk;quiksilver;boys;8-16_years;clothing;jackets;parka;casual;
eqbjk03343;blk;quiksilver;boys;8-16_years;clothing;jackets;puffer;casual;
eqbjk03344;blk;quiksilver;boys;8-16_years;clothing;jackets;puffer;casual;
eqbjk03346;blk;quiksilver;boys;8-16_years;clothing;jackets;sherpa;casual;
eqbjk03347;blk;quiksilver;boys;8-16_years;clothing;jackets;windbreaker;casual;
eqbjv03331;blk;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbjv03517;blk;quiksilver;boys;8-16_years;swim;boardshorts;regular;surf;
eqbnp03126;blk;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbnp03132;blk;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbnp03133;blk;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbnp03135;blk;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;
eqbpf03014;blk;quiksilver;boys;8-16_years;clothing;fleece_polar;hoodie;casual;
eqbpf03016;blk;quiksilver;boys;8-16_years;clothing;fleece_polar;fleece;casual;
eqbpf03017;blk;quiksilver;boys;8-16_years;clothing;fleece_polar;sherpa;casual;
eqbpf03018;blk;quiksilver;boys;8-16_years;clothing;fleece_polar;fleece;casual;
eqbpf03020;blk;quiksilver;boys;8-16_years;clothing;fleece_polar;thermal;casual;
eqbpf03021;blk;quiksilver;boys;8-16_years;clothing;fleece_polar;thermal;casual;
eqbsw03035;blk;quiksilver;boys;8-16_years;clothing;pullover;crew;casual;
eqbtg03025;blk;quiksilver;boys;kids;snow;snow_accessory;goggles;snow;
eqbtj03215;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03218;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03219;blk;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03220;blk;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03221;blk;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03223;blk;quiksilver;boys;4-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03224;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03227;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03228;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03229;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03230;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtj03237;blk;quiksilver;boys;8-16_years;snow;snowboard_jacket;;snow;pfc_free
eqbtl03026;blk;quiksilver;boys;kids;snow;snow_accessory;helmet;snow;
eqbtl03027;blk;quiksilver;boys;kids;snow;snow_accessory;helmet;snow;
eqbtl03028;blk;quiksilver;boys;kids;snow;snow_accessory;helmet;snow;
eqbtp03057;blk;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbtp03058;blk;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbtp03059;blk;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbtp03060;blk;quiksilver;boys;8-16_years;snow;snowboard_pants;bib_pants;snow;pfc_free
eqbtp03061;blk;quiksilver;boys;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
eqbw103090;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
eqbw103103;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
eqbw103107;blk;quiksilver;boys;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
eqbw503021;blk;quiksilver;boys;8-16_years;surf;wetsuit;springsuit;surf;limestone_derived
eqbw503026;blk;quiksilver;boys;8-16_years;surf;wetsuit;springsuit;surf;limestone_derived
eqbwr03212;blk;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
eqbwr03213;blk;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
eqbwr03256;blk;quiksilver;boys;8-16_years;surf;rashguard;classic;surf;
eqbwt03405;blk;quiksilver;boys;8-16_years;clothing;shirt;flannel;casual;
eqbwt03406;blk;quiksilver;boys;8-16_years;clothing;shirt;denim;casual;
eqbwt03407;blk;quiksilver;boys;8-16_years;clothing;shirt;button_up;casual;
eqbwt03409;blk;quiksilver;boys;8-16_years;clothing;shirt;flannel;casual;
eqbwt03410;blk;quiksilver;boys;8-16_years;clothing;shirt;flannel;casual;
eqbww03010;blk;quiksilver;boys;kids;surf;wetsuit_accessory;wetsuit_boots;surf;
eqbzt04369;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04711;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04746;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04894;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04895;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04896;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04897;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04898;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04899;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04900;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04901;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04902;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04903;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04905;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04906;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04907;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04908;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
eqbzt04909;blk;quiksilver;boys;8-16_years;clothing;t-shirt;crew;casual;
