style;color;name;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;description
ergtj03196;blk;test 2422;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT: Slim: form fitting in our shortest length for a flattering feminine look^ECO ACTIONS: Made with at least 80% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recycled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtj03197;blk;test 2423;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 70% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT: Slim: form fitting in our shortest length for a flattering feminine look^ECO ACTIONS: Made with at least 65% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester and 55% Recycled Polyester, 45% Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtj03198;blk;test 2424;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT: Slim: form fitting in our shortest length for a flattering feminine look^ECO ACTIONS: Made with at least 65% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester and 55% Recycled Polyester, 45% Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtj03199;blk;test 2425;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 70% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT:Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 55% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC:55% Recycled Polyester, 45% Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtj03200;blk;test 2426;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT:Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 75% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC:100% Recycled Polyester and 55% Recycled Polyester, 45% Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtj03202;blk;test 2427;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled fake down [quilted parts] and 70% Recycled [Fill weight: 140g body]^^FIT:Slim: form fitting in our shortest length for a flattering feminine look^ECO ACTIONS: Made with at least 70% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC:100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet compatible^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtj03204;blk;test 2428;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^Insulation: 70% Recycled [Fill weight: 120g body, 100g sleeves, 60g hood]^^FIT: Relaxed: A trend inspired loose-fit, with a drop shoulder to allow maximum comfort and style.^ECO ACTIONS: Made with at least 75% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recycled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Internal goggle pocket, Sleeve pass pocket.^Ventilation: Mesh lined underarm venting for temprature regulation^Cuffs: Sleeve cuff adjuster, Basic lycra cuff
ergtj03205;blk;test 2429;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 5K ROXY DryFlight Technology [5,000mm / 5000g] Good waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: Fake Down [Fill weight: 300g body]^^FIT:Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC:100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet compatible^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets, Internal goggle pocket, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster
ergtl03028;blk;test 2430;253;;roxy;girls;kids;snow;snow_accessory;helmet;snow;;"""Product Type: SNOW SKI SKATE HELMET^PROTECTION : MIPS¨ brain protection system reduces rotational forces caused by inclined impacts on the head^The all-season pratice"
ergtl03029;blk;test 2431;253;;roxy;girls;kids;snow;snow_accessory;helmet;snow;;"""Product Type: SNOW SKI HELMET^PROTECTION : ^^SHELL TECHNOLOGIES: Lightweight In-Mold shell construction fuses the outer shell and EPS foam for a one-piece design that's both lightweight and durable.^FIT: Adjustable fit system integrated in neckgator for a maximum of comfort^SIZE:S/M 50-54cm and L/XL 54-56cm^Composition: ^^COMFORT: Removable lining, and fit system^Luxurious, fluffy lining adds warmth and comfort^^^VENTINGS: Passive ventings maintains air circulation for a fog-free goggles and climate-controlled comfort.^BEST GOGGLES COMBO: Ideal Goggles combo with our nice STORM WOMEN goggles model^ITEM SUPPLIES WITH: Microfiber bag protection^WARRANTY: 2 year^STANDARD: CE EN 1077:2007 CLASSE B^WEIGHT (SIZE M): 400g"""
ergtl03030;blk;test 2432;253;;roxy;girls;kids;snow;snow_accessory;helmet;snow;;"""Product Type: SNOW SKI HELMET^PROTECTION : ^^SHELL TECHNOLOGIES: Lightweight In-Mold shell construction fuses the outer shell and EPS foam for a one-piece design that's both lightweight and durable.^FIT: Adjustable fit system integrated in neckgator for a maximum of comfort^SIZE:S/M 52-54cm"
ergtp03053;blk;test 2433;253;;roxy;girls;8-16_years;snow;snowboard_pants;classic;snow;pfc_free;FIT: Regular^WATERPROOFING: 10K ROXY DryFlight[R] technology (10,000mm/5,000g)^PFC free durable water repellency treatment^Critically taped seams^FABRIC: JIAREN 100% Recycled Polyester Plain Weave, except KVJ0 100% Recycled Polyester Plain Weave^INSULATION: ROXY Warmflight[R] 100% Recycled [Fill weight: 60g]^LINING: Engineered lightweight 60% recycled polyester taffeta^FEATURES:^Waist adjusters^Front hand pockets^Mesh lined leg vents^Taffeta boot gaiters
ergtp03057;blk;test 2434;253;;roxy;girls;8-16_years;snow;snowboard_pants;bib_pants;snow;pfc_free;Type: Snow Pant^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 70% Recycled [Fill weight: 60g]^FIT: Tailored: A slimmer, more contemporary look with all the mobility of a regular fit.^ECO ACTIONS: Made with at least 80% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight recycled polyester taffeta with brushed tricot at waistband^Waist: Side zipped closure^Pockets: Front hand and side cargo pockets^Ventilation: Mesh lined leg vents^Hem:Taffeta boot gaiters^Elasticated adjustable suspenders
ergtp03059;blk;test 2435;253;;roxy;girls;8-16_years;snow;snowboard_pants;classic;snow;pfc_free;Type: Snow Pant^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 60g]^FIT: Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 80% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight recycled polyester taffeta with brushed tricot at waistband^Waist: Waist adjusters^Pockets: Front hand pockets^Hem:Taffeta boot gaiters
ergtp03060;blk;test 2436;253;;roxy;girls;8-16_years;snow;snowboard_pants;classic;snow;pfc_free;Type: Snow Pant^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 60g]^FIT: Relaxed: A trend inspired loose-fit, to allow maximum comfort and style.^ECO ACTIONS: Made with at least 80% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight recycled polyester taffeta with brushed tricot at waistband^Waist: Waist adjusters^Pockets: Side cargo pockets^Hem: Taffeta boot gaiters
ergwd03269;blk;test 2437;253;;roxy;girls;4-16_years;clothing;dress;one_piece;casual;;Type: Long sleeve collared button up mini dress^Fabric: 100% Cotton Cordouroy^Fit: Relaxed fit shirt dress^Neck: Collared^Details: Yoke detail and chest and patch pockets
ergwk03027;blk;test 2438;253;;roxy;girls;4-16_years;clothing;skirt;beach_coverup;beach;;Type: Midi slip skirt^Fabric: 100% viscose drapey moss crepe (152g/m2)^Elasticated waistband with drawcord^Midi length
ergwk03028;blk;test 2439;253;;roxy;girls;4-16_years;clothing;skirt;5_pocket;casual;;Type: Mini length corduroy skirt ^Fabric: Washed corduroy 100% cotton (298gsm)^Fit: Mid rise mini skirt fit^Front waistband opening with Roxy heritage metal shank button^Zipper fly^Metal rivet detail^Five pockets.
ergwo03011;blk;test 2440;253;;roxy;girls;4-16_years;clothing;long_leg_onesie;overalls;casual;;Type: Scoop neck full length overall^Fabric: Soft 100% cotton corduroy (205g/m2)^Fit: Relaxed straight leg^Straps: Adjustable wide straps^1 patched front chest pocket^2 patched back pockets
ergwt03144;blk;test 2441;253;;roxy;girls;4-16_years;clothing;shirt;button_up;casual;;Type: Oversized corduroy shirt^Fabric: Soft corduroy 100% cotton 205gr/m2^Fit: Oversized boyfriend fit^2 patched chest pocket^Functional buttoned opening^Roxy metal plate at center back under neckline
ergzt03557;blk;test 2442;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Short sleeves tee^Fabric: 100% Cotton 140.00 g/m2^Fit: Regular fit^Neck: Scoop neckline^Roxy graphic at center front
ergzt04137;blk;test 2443;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Oversize short sleeves tee^Fabric: 100% organic cotton jersey 140gr^Wash:Optic wash^Fit: Oversize fit^Neck: Round neckline^Rib at collar^Big vintage screen print at front.
ergzt04138;blk;test 2444;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Loose short sleeves tee^Fabric: 100% Organic Cotton jersey 140gr^Wash:Optic wash^Fit: Regular fit^Neck: Round neckline^Rib at collar^Screen print at front and back.
ergzt04139;blk;test 2445;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Regular short sleeves tee^Fabric: 100% organic cotton jersey 140gr^Wash:Garment and bio wash^Fit: Regular fit^Neck: Round neckline^Screen print at front chest and only front for Vintage Blue and Egret.
ergzt04140;blk;test 2446;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Regular short sleeves tee^Fabric: 100% organic cotton jersey 140gr^Wash:Garment and bio wash^Fit: Regular fit^Neck: Round neckline^Big vintage screen print at front and front&back for Egret color.
ergzt04141;blk;test 2447;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Regular short sleeves tee^Fabric: 100% organic cotton jersey 140gr^Wash:Garment and bio wash^Fit: Regular fit^Neck: Round neckline^Rib at collar and cuffs^Screen print at front chest and sleeves.
ergzt04142;blk;test 2448;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Regular short sleeves tee^Fabric: 100% cotton jersey slub 150gr^Wash:Garment wash+ softner^Fit: Regular fit^Neck: Round neckline^Rib at collar^Screen print at front.
ergzt04143;blk;test 2449;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Cropped short sleeves tee^Fabric: 100%cotton flat rib 250gr^Wash:Garment and softner wash^Fit: Cropped fit^Neck: Round neckline^Rib at the collar^Screen print at front.
