style;division;gender;category;parent_type;subtype_1;subtype_2;subtype_3;subtype_4;activity_use_1;activity_use_2;activity_use_3;age;sustainability_1;sustainability_2;sustainability_3;sustainability_certification;fabric_main_1;fabric_main_2;fabric_main_3;fabric_main_4;fabric_main_5;fabric_subtype;lining_1;lining_2;lining_3;filling;padding_material;technology_1;technology_2;technology_3;technology_4;technology_5;technology_6;prod_collection;size;dimension_height;dimension_length;dimension_width;volume;backpack_size;number_pocket_bag;straps_1;straps_2;straps_3;straps_4;straps_5;visor;lens_tint_1;lens_tint_2;fit_1;fit_2;fit_3;sleeve_length;leg_length;closure;waist;pocket_1;pocket_2;pocket_3;pocket_4;pocket_5;pocket_6;pocket_7;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole;insole;sole_type;top_shape_1;top_shape_2;top_shape_3;top_shape_4;top_shape_5;bottom_shape_1;bottom_shape_2;bottom_shape_3;bottom_shape_4;coverage_1;coverage_2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology_1;wetsuit_technology_2;wetsuit_technology_3;wetsuit_seam_1;wetsuit_seam_2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology;waterproofing_level;waterproofing_technology;Lumina Comments
UBJX100318;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;rib;;;;;;;;;;;;in_the_green;;;;;;;;adjustable;;;;;;;;;;;;;tie_front;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;mid;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
EQWX103076;quiksilver;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;surf_to_city;;;;;;;;adjustable;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;adjustable;surf;;;full;;;;;;;;;;;;;;;;;;;;;
UBJX100317;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester_blend;;;;;terry;;;;;;;;;;;;in_the_loop;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;tank;without_sleeves;;;;hike;;;;skimpy;;;none;;;;;;;;;;;;;;;;;;
24O301509;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;summer_high;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;tank;without_sleeves;;;;hike;;;;skimpy;;;none;;;;;;;;;;;;;;;;;;
EBJWR03029;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyamide;;;;;;;;;;;;;;;;;;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;with_sleeves;;;;;classic;hike;surf;;skimpy;;;;;;;;;;;;;;;;;;;;;
EBJWR03028;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;the_wave_haze;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;with_sleeves;;;;;classic;hike;;;skimpy;;;;;;;;;;;;;;;;;;;;;
UBJWR03082;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;upf_50_sun_protection;;;;;;otis_carey;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;retro;surf;;;full;;;none;;;;;;;;;;;;;;;;;;
UBJX100316;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;crinkle;;;;;;;;;;;;crystal_tides;;;;;;;;fixed;;;;;;;;;;;;;tie_front;;;;;;;;;;;;;;;;;;;tank;without_sleeves;;;;hike;;;;skimpy;;;none;;;;;;;;;;;;;;;;;;
24O301510;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;folk_story;;;;;;;;ties;;;;;;;;;;;;;tie_front;;;;;;;;;;;;;;;;;;;bandeau;without_sleeves;;;;;;;;mid;;;;;;;;;;;;;;;;;;;;;
EBJX100109;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;rib;;;;;;;;;;;;in_the_green;;;;;;;;ties;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;plunge;without_sleeves;;;;hike;;;;skimpy;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
EBJX100111;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;tanlines;;;;;;;;ties;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;hike;;;;skimpy;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
23O301503;rvca;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;lauryn_alvarez;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
EBJX100110;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyamide;;;;;;;;;;;;;;;;;sol_searcher;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;hike;;;;skimpy;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
24O301508;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;what_a_babe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bandeau;full-coverage;without_sleeves;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
EBJX100112;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;tanlines;;;;;;;;adjustable;removable;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;biarritz;;;mid;;;shelf_bra;;;;;;;;;;;;;;;;;;
ERJX103698;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;sd_beach_classics;;;;;;;;adjustable;removable;;;;;;;;;;;;adjustable_strap;;;;;;;;;;;;;;;;;;;bandeau;without_sleeves;;;;adjustable;classic;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
EBJX100114;billabong;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;shadow_tropic;;;;;;;;adjustable;ties;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;cheeky;fiji;;cheeky;;;;;;;;;;;;;;;;;;;;;
ERJX103701;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;pt_beach_classics;;;;;;;;adjustable;ties;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;halterneck;without_sleeves;;;;adjustable;classic;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103700;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;pt_beach_classics;;;;;;;;adjustable;ties;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;classic;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERGX103220;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;terry;;;;;;;;;;;;;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;adjustable;shorty;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103211;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_nylon_blend;;;;;;;;;;;;;;;;;gingham_rg;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;adjustable;string;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103215;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;colorblock_rg;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;elastic;;;adjustable;;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103206;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;active_rg;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;adjustable;;;;full;;;;;;;;;;;;;;;;;;;;;
ERLX103116;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;2-7_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;tropical_story;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;adjustable;;;;full;;;;;;;;;;;;;;;;;;;;;
ERJX103719;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;camilo;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103715;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;jacquard;;;;;;;;;;;;jasmin;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;moderate;;;mid;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103717;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;value_line;;;;;;;;adjustable;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;moderate;;;mid;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103747;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;sd_beach_classics;;;;;;;;adjustable;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;classic;string;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103731;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;sd_beach_classics;;;;;;;;adjustable;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;classic;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103713;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;marinha;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;plunge;without_sleeves;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103704;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;terry;;;;;;;;;;;;party_wave;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;plunge;without_sleeves;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103705;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;nylon;;;;seersucker;;;;;;;;;;;;gingham;;;;;;;;adjustable;;;;;;;;;;;;;clip;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103724;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;fresco_tile;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103712;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon_blend;metal;;;;;;;;;;;;;;;;lasca;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103706;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;jacquard;;;;;;;;;;;;value_line;;;;;;;;adjustable;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103707;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;brilho;;;;;;;;adjustable;;;;;;;;;;;;;ties;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;adjustable;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103710;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;active;;;;;;;;fixed;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;sport;full-coverage;without_sleeves;;;adjustable;;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103212;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;aruba_rg;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;aruba;;;;full;;;;;;;;;;;;;;;;;;;;;
ERJX103711;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;active;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;elastic;full-coverage;without_sleeves;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERJX103784;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;elastic;full-coverage;without_sleeves;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERJX103708;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;active;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;sport;without_sleeves;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103207;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;active_rg;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103214;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;heart_n_soul;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103216;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;party_wave_rg;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERLX103117;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;2-7_years;recycled;;;;stretch_polyester;;;;;terry;;;;;;;;;;;;pineapple_pop;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERLX103115;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;2-7_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;roxy_dot;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERGX103209;roxy;girls;swim;one_piece_swim;;;;;beach;active;swim;6-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;shadow_floral;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;;;;;;;;;;;;;;;;;;;
ERJX103702;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;aruba;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;asymmetrical;one_shoulder;without_sleeves;;;aruba;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103703;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;lagos;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103709;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;active;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103746;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;tropical_tile;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103749;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;full-coverage;without_sleeves;;;;;;;;full;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103725;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;roxy_pro;;;;;;;;fixed;;;;;;;;;;;;;hook;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;pro;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJX103722;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;atlas;;;;;;;;fixed;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;without_sleeves;;;;;;;;;regular;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
ERJWR03841;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;chlorine_resistant;;;;;;roxy_pro;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;with_sleeves;;;;;moderate;pro;;;mid;;;;;;;;;;;;;;;;;;;;;
ERJWR03838;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;aruba;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;sport;with_sleeves;;;;aruba;;;;;;;;;;;;;;;;;;;;;;;;;
ERJWR03831;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_polyester;;;;;jersey;;;;;;;;;;;;pt_beach_classics;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;sport;with_sleeves;;;;classic;;;;;;;;;;;;;;;;;;;;;;;;;
ERJWR03829;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fixed;;;;;;;;;;;;;;;;;;;short;with_sleeves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJWR03824;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;active;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;with_sleeves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJWR03825;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;;;;;;;chlorine_resistant;;;;;;active;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;with_sleeves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJWR03834;roxy;women;swim;one_piece_swim;;;;;beach;active;swim;adult;recycled;;;;stretch_nylon;;;;;jersey;;;;;;;;;;;;party_wave;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;with_sleeves;;;;;;;;;;;;removable_cup_inserts;;;;;;;;;;;;;;;;;;
24A031507;billabong;men;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBJWR03033;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;half_zip;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBJWR03034;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;full_zip;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBBWR03005;billabong;boys;surf;rashguard;surf_tee;;;;surf;beach;swim;8-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;loose;;;short_sleeve;;pullover;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBBWR03006;billabong;boys;surf;rashguard;surf_tee;;;;surf;beach;swim;8-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBGWR03003;billabong;girls;surf;rashguard;surf_tee;;;;surf;beach;swim;8-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBGWR03004;billabong;girls;surf;rashguard;surf_tee;;;;surf;beach;swim;8-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;performance;;;short_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBGWR03005;billabong;girls;surf;rashguard;surf_tee;;;;surf;beach;swim;8-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;performance;;;short_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBGWR03006;billabong;girls;surf;rashguard;surf_tee;;;;surf;beach;swim;8-16_years;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBJWR03019;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;4-way_stretch;stretch_polyester;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;short_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBJWR03020;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;4-way_stretch;stretch_polyester;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBJWR03026;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;sol_searcher;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBJWR03027;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;shadow_tropic;;;;;;;;;;;;;;;;performance;;;short_sleeve;;pullover;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJWR03041;billabong;women;surf;rashguard;surf_tee;;;;surf;beach;swim;adult;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;sol_searcher;;;;;;;;;;;;;;;;performance;;;short_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBOWR03002;billabong;girls;surf;rashguard;surf_tee;;;;surf;beach;swim;2-7_years;recycled;;;;stretch_polyester;;;;;;;;;;;upf_50_sun_protection;;;;;;;;;;;;;;;;;;;;;;performance;;;long_sleeve;;pullover;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;50_uv_sun_protection;;;;;;;;;;;;;;;;;
EBOWR03003;billabong;girls;surf;rashguard;swimsuit;;;;surf;beach;swim;2-7_years;recycled;;;;stretch_polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;short_sleeve;;half_zip;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
