pattern;color;brand;image_1;image_2;image_3;image_4;image_5;image_6;image_7;image_8;image_9;image_10;image_11;image_12;image_13;image_14;image_15;image_16;image_17;image_18;image_19;image_20
adbs300355;bb2;dcshoes;adbs300355_dcshoes,p_bb2_frt2.jpg;adbs300355_dcshoes,p_bb2_frt1.jpg;adbs300355_dcshoes,p_bb2_frt3.jpg;adbs300355_dcshoes,p_bb2_frt4.jpg;adbs300355_dcshoes,p_bb2_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;bcm;dcshoes;adbs300355_dcshoes,p_bcm_frt2.jpg;adbs300355_dcshoes,p_bcm_frt1.jpg;adbs300355_dcshoes,p_bcm_frt3.jpg;adbs300355_dcshoes,p_bcm_frt4.jpg;adbs300355_dcshoes,p_bcm_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;bgm;dcshoes;adbs300355_dcshoes,p_bgm_frt2.jpg;adbs300355_dcshoes,p_bgm_frt1.jpg;adbs300355_dcshoes,p_bgm_frt3.jpg;adbs300355_dcshoes,p_bgm_frt4.jpg;adbs300355_dcshoes,p_bgm_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;blg;dcshoes;adbs300355_dcshoes,p_blg_frt2.jpg;adbs300355_dcshoes,p_blg_frt1.jpg;adbs300355_dcshoes,p_blg_frt3.jpg;adbs300355_dcshoes,p_blg_frt4.jpg;adbs300355_dcshoes,p_blg_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;blo;dcshoes;adbs300355_dcshoes,p_blo_frt2.jpg;adbs300355_dcshoes,p_blo_frt1.jpg;adbs300355_dcshoes,p_blo_frt3.jpg;adbs300355_dcshoes,p_blo_frt4.jpg;adbs300355_dcshoes,p_blo_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;blw;dcshoes;adbs300355_dcshoes,p_blw_frt2.jpg;adbs300355_dcshoes,p_blw_frt1.jpg;adbs300355_dcshoes,p_blw_frt3.jpg;adbs300355_dcshoes,p_blw_frt4.jpg;adbs300355_dcshoes,p_blw_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;bs5;dcshoes;adbs300355_dcshoes,p_bs5_frt2.jpg;adbs300355_dcshoes,p_bs5_frt1.jpg;adbs300355_dcshoes,p_bs5_frt3.jpg;adbs300355_dcshoes,p_bs5_frt4.jpg;adbs300355_dcshoes,p_bs5_bck1.jpg;adbs300355_dcshoes,p_bs5_bck2.jpg;;;;;;;;;;;;;;
adbs300355;bwb;dcshoes;adbs300355_dcshoes,p_bwb_frt2.jpg;adbs300355_dcshoes,p_bwb_frt1.jpg;adbs300355_dcshoes,p_bwb_frt3.jpg;adbs300355_dcshoes,p_bwb_frt4.jpg;adbs300355_dcshoes,p_bwb_bck1.jpg;adbs300355_dcshoes,p_bwb_bck2.jpg;;;;;;;;;;;;;;
adbs300355;bya;dcshoes;adbs300355_dcshoes,p_bya_frt2.jpg;adbs300355_dcshoes,p_bya_frt1.jpg;adbs300355_dcshoes,p_bya_frt3.jpg;adbs300355_dcshoes,p_bya_frt4.jpg;adbs300355_dcshoes,p_bya_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;byr;dcshoes;adbs300355_dcshoes,p_byr_frt2.jpg;adbs300355_dcshoes,p_byr_frt1.jpg;adbs300355_dcshoes,p_byr_frt3.jpg;adbs300355_dcshoes,p_byr_frt4.jpg;adbs300355_dcshoes,p_byr_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;ca2;dcshoes;adbs300355_dcshoes,p_ca2_frt2.jpg;adbs300355_dcshoes,p_ca2_frt1.jpg;adbs300355_dcshoes,p_ca2_frt3.jpg;adbs300355_dcshoes,p_ca2_frt4.jpg;adbs300355_dcshoes,p_ca2_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;gy1;dcshoes;adbs300355_dcshoes,p_gy1_frt2.jpg;adbs300355_dcshoes,p_gy1_frt1.jpg;adbs300355_dcshoes,p_gy1_frt3.jpg;adbs300355_dcshoes,p_gy1_frt4.jpg;adbs300355_dcshoes,p_gy1_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;kmi;dcshoes;adbs300355_dcshoes,p_kmi_frt2.jpg;adbs300355_dcshoes,p_kmi_frt1.jpg;adbs300355_dcshoes,p_kmi_frt3.jpg;adbs300355_dcshoes,p_kmi_frt4.jpg;adbs300355_dcshoes,p_kmi_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;na0;dcshoes;adbs300355_dcshoes,p_na0_frt2.jpg;adbs300355_dcshoes,p_na0_frt1.jpg;adbs300355_dcshoes,p_na0_frt3.jpg;adbs300355_dcshoes,p_na0_frt4.jpg;adbs300355_dcshoes,p_na0_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;nwh;dcshoes;adbs300355_kalisvulc,p_nwh_frt2.jpg;adbs300355_kalisvulc,p_nwh_frt1.jpg;adbs300355_kalisvulc,p_nwh_frt3.jpg;adbs300355_kalisvulc,p_nwh_frt4.jpg;adbs300355_kalisvulc,p_nwh_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;wr5;dcshoes;adbs300355_dcshoes,p_wr5_frt2.jpg;adbs300355_dcshoes,p_wr5_frt1.jpg;adbs300355_dcshoes,p_wr5_frt3.jpg;adbs300355_dcshoes,p_wr5_frt4.jpg;adbs300355_dcshoes,p_wr5_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;xkbs;dcshoes;adbs300355_dcshoes,p_xkbs_frt2.jpg;adbs300355_dcshoes,p_xkbs_frt1.jpg;adbs300355_dcshoes,p_xkbs_frt3.jpg;adbs300355_dcshoes,p_xkbs_frt4.jpg;adbs300355_dcshoes,p_xkbs_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;xkgn;dcshoes;adbs300355_dcshoes,p_xkgn_frt2.jpg;adbs300355_dcshoes,p_xkgn_frt1.jpg;adbs300355_dcshoes,p_xkgn_frt3.jpg;adbs300355_dcshoes,p_xkgn_frt4.jpg;adbs300355_dcshoes,p_xkgn_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;xssr;dcshoes;adbs300355_kalisvulc,p_xssr_frt2.jpg;adbs300355_kalisvulc,p_xssr_frt1.jpg;adbs300355_kalisvulc,p_xssr_frt3.jpg;adbs300355_kalisvulc,p_xssr_frt4.jpg;adbs300355_kalisvulc,p_xssr_bck1.jpg;;;;;;;;;;;;;;;
adbs300355;xswb;dcshoes;adbs300355_dcshoes,p_xswb_frt2.jpg;adbs300355_dcshoes,p_xswb_frt1.jpg;adbs300355_dcshoes,p_xswb_frt3.jpg;adbs300355_dcshoes,p_xswb_frt4.jpg;adbs300355_dcshoes,p_xswb_bck1.jpg;adbs300355_dcshoes,p_xswb_bck2.jpg;;;;;;;;;;;;;;
adbs300356;0cp;dcshoes;adbs300356_dcshoes,p_0cp_frt2.jpg;adbs300356_dcshoes,p_0cp_frt1.jpg;adbs300356_dcshoes,p_0cp_frt3.jpg;adbs300356_dcshoes,p_0cp_frt4.jpg;adbs300356_dcshoes,p_0cp_bck1.jpg;;;;;;;;;;;;;;;
adbs300356;bb2;dcshoes;adbs300356_dcshoes,p_bb2_frt2.jpg;adbs300356_dcshoes,p_bb2_frt1.jpg;adbs300356_dcshoes,p_bb2_frt3.jpg;adbs300356_dcshoes,p_bb2_frt4.jpg;adbs300356_dcshoes,p_bb2_bck1.jpg;;;;;;;;;;;;;;;
adbs300356;bgm;dcshoes;adbs300356_dcinfiniteslip-on,p_bgm_frt2.jpg;adbs300356_dcinfiniteslip-on,p_bgm_frt1.jpg;adbs300356_dcinfiniteslip-on,p_bgm_frt3.jpg;adbs300356_dcinfiniteslip-on,p_bgm_frt4.jpg;adbs300356_dcinfiniteslip-on,p_bgm_bck1.jpg;;;;;;;;;;;;;;;
adbs300356;bkw;dcshoes;adbs300356_dcshoes,p_bkw_frt2.jpg;adbs300356_dcshoes,p_bkw_frt1.jpg;adbs300356_dcshoes,p_bkw_frt3.jpg;adbs300356_dcshoes,p_bkw_frt4.jpg;adbs300356_dcshoes,p_bkw_bck1.jpg;;;;;;;;;;;;;;;
adbs300356;xwww;dcshoes;adbs300356_dcshoes,p_xwww_frt2.jpg;adbs300356_dcshoes,p_xwww_frt1.jpg;adbs300356_dcshoes,p_xwww_frt3.jpg;adbs300356_dcshoes,p_xwww_frt4.jpg;adbs300356_dcshoes,p_xwww_bck1.jpg;;;;;;;;;;;;;;;
adbs300362;bkd;dcshoes;adbs300362_dcshoes,p_bkd_frt2.jpg;adbs300362_dcshoes,p_bkd_frt1.jpg;adbs300362_dcshoes,p_bkd_frt3.jpg;adbs300362_dcshoes,p_bkd_frt4.jpg;adbs300362_dcshoes,p_bkd_bck1.jpg;adbs300362_dcshoes,p_bkd_bck2.jpg;;;;;;;;;;;;;;
adbs300363;blk;dcshoes;adbs300363_dcshoes,p_blk_frt2.jpg;adbs300363_dcshoes,p_blk_frt1.jpg;adbs300363_dcshoes,p_blk_frt3.jpg;adbs300363_dcshoes,p_blk_frt4.jpg;adbs300363_dcshoes,p_blk_bck1.jpg;;;;;;;;;;;;;;;
adbs300364;gdb;dcshoes;adbs300364_dcshoes,p_gdb_frt2.jpg;adbs300364_dcshoes,p_gdb_frt1.jpg;adbs300364_dcshoes,p_gdb_frt3.jpg;adbs300364_dcshoes,p_gdb_frt4.jpg;adbs300364_dcshoes,p_gdb_frt5.jpg;adbs300364_dcshoes,p_gdb_bck1.jpg;;;;;;;;;;;;;;
adbs300366;bcm;dcshoes;adbs300366_dcshoes,p_bcm_frt2.jpg;adbs300366_dcshoes,p_bcm_frt1.jpg;adbs300366_dcshoes,p_bcm_frt3.jpg;adbs300366_dcshoes,p_bcm_frt4.jpg;adbs300366_dcshoes,p_bcm_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;bfm;dcshoes;adbs300366_dcshoes,p_bfm_frt2.jpg;adbs300366_dcshoes,p_bfm_frt1.jpg;adbs300366_dcshoes,p_bfm_frt3.jpg;adbs300366_dcshoes,p_bfm_frt4.jpg;adbs300366_dcshoes,p_bfm_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;bgm;dcshoes;adbs300366_dcshoes,p_bgm_frt2.jpg;adbs300366_dcshoes,p_bgm_frt1.jpg;adbs300366_dcshoes,p_bgm_frt3.jpg;adbs300366_dcshoes,p_bgm_frt4.jpg;adbs300366_dcshoes,p_bgm_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;bkw;dcshoes;adbs300366_dcshoes,p_bkw_frt2.jpg;adbs300366_dcshoes,p_bkw_frt1.jpg;adbs300366_dcshoes,p_bkw_frt3.jpg;adbs300366_dcshoes,p_bkw_frt4.jpg;adbs300366_dcshoes,p_bkw_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;blo;dcshoes;adbs300366_dcshoes,p_blo_frt2.jpg;adbs300366_dcshoes,p_blo_frt1.jpg;adbs300366_dcshoes,p_blo_frt3.jpg;adbs300366_dcshoes,p_blo_frt4.jpg;adbs300366_dcshoes,p_blo_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;blr;dcshoes;adbs300366_dcshoes,p_blr_frt2.jpg;adbs300366_dcshoes,p_blr_frt1.jpg;adbs300366_dcshoes,p_blr_frt3.jpg;adbs300366_dcshoes,p_blr_frt4.jpg;adbs300366_dcshoes,p_blr_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;bs5;dcshoes;adbs300366_dcshoes,p_bs5_frt2.jpg;adbs300366_dcshoes,p_bs5_frt1.jpg;adbs300366_dcshoes,p_bs5_frt3.jpg;adbs300366_dcshoes,p_bs5_frt4.jpg;adbs300366_dcshoes,p_bs5_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;bw5;dcshoes;adbs300366_dcshoes,p_bw5_frt2.jpg;adbs300366_dcshoes,p_bw5_frt1.jpg;adbs300366_dcshoes,p_bw5_frt3.jpg;adbs300366_dcshoes,p_bw5_frt4.jpg;adbs300366_dcshoes,p_bw5_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;caa;dcshoes;adbs300366_dcshoes,p_caa_frt2.jpg;adbs300366_dcshoes,p_caa_frt1.jpg;adbs300366_dcshoes,p_caa_frt3.jpg;adbs300366_dcshoes,p_caa_frt4.jpg;adbs300366_dcshoes,p_caa_bck1.jpg;adbs300366_dcshoes,p_caa_bck2.jpg;adbs300366_dcshoes,p_caa_dtl1.jpg;adbs300366_dcshoes,p_caa_dtl2.jpg;;;;;;;;;;;;
adbs300366;dol;dcshoes;adbs300366_dcshoes,p_dol_frt2.jpg;adbs300366_dcshoes,p_dol_frt1.jpg;adbs300366_dcshoes,p_dol_frt3.jpg;adbs300366_dcshoes,p_dol_frt4.jpg;adbs300366_dcshoes,p_dol_bck1.jpg;adbs300366_dcshoes,p_dol_bck2.jpg;adbs300366_dcshoes,p_dol_dtl1.jpg;adbs300366_dcshoes,p_dol_dtl2.jpg;;;;;;;;;;;;
adbs300366;grw;dcshoes;adbs300366_dcshoes,p_grw_frt2.jpg;adbs300366_dcshoes,p_grw_frt1.jpg;adbs300366_dcshoes,p_grw_frt3.jpg;adbs300366_dcshoes,p_grw_frt4.jpg;adbs300366_dcshoes,p_grw_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;gy1;dcshoes;adbs300366_dcshoes,p_gy1_frt2.jpg;adbs300366_dcshoes,p_gy1_frt1.jpg;adbs300366_dcshoes,p_gy1_frt3.jpg;adbs300366_dcshoes,p_gy1_frt4.jpg;adbs300366_dcshoes,p_gy1_bck1.jpg;adbs300366_dcshoes,p_gy1_bck2.jpg;;;;;;;;;;;;;;
adbs300366;lrp;dcshoes;adbs300366_dcshoes,p_lrp_frt2.jpg;adbs300366_dcshoes,p_lrp_frt1.jpg;adbs300366_dcshoes,p_lrp_frt4.jpg;adbs300366_dcshoes,p_lrp_bck1.jpg;;;;;;;;;;;;;;;;
adbs300366;sbo;dcshoes;adbs300366_dcshoes,p_sbo_frt2.jpg;adbs300366_dcshoes,p_sbo_frt1.jpg;adbs300366_dcshoes,p_sbo_frt3.jpg;adbs300366_dcshoes,p_sbo_frt4.jpg;adbs300366_dcshoes,p_sbo_bck1.jpg;adbs300366_dcshoes,p_sbo_bck2.jpg;adbs300366_dcshoes,p_sbo_dtl1.jpg;adbs300366_dcshoes,p_sbo_dtl2.jpg;;;;;;;;;;;;
adbs300366;tie;dcshoes;adbs300366_dcshoes,p_tie_frt2.jpg;adbs300366_dcshoes,p_tie_frt1.jpg;adbs300366_dcshoes,p_tie_frt3.jpg;adbs300366_dcshoes,p_tie_frt4.jpg;adbs300366_dcshoes,p_tie_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;we9;dcshoes;adbs300366_dcshoes,p_we9_frt2.jpg;adbs300366_dcshoes,p_we9_frt1.jpg;adbs300366_dcshoes,p_we9_frt3.jpg;adbs300366_dcshoes,p_we9_frt4.jpg;adbs300366_dcshoes,p_we9_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;wea;dcshoes;adbs300366_dcshoes,p_wea_frt2.jpg;adbs300366_dcshoes,p_wea_frt1.jpg;adbs300366_dcshoes,p_wea_frt3.jpg;adbs300366_dcshoes,p_wea_frt4.jpg;adbs300366_dcshoes,p_wea_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;xbbg;dcshoes;adbs300366_dcshoes,p_xbbg_frt2.jpg;adbs300366_dcshoes,p_xbbg_frt1.jpg;adbs300366_dcshoes,p_xbbg_frt3.jpg;adbs300366_dcshoes,p_xbbg_frt4.jpg;adbs300366_dcshoes,p_xbbg_bck1.jpg;adbs300366_dcshoes,p_xbbg_bck2.jpg;;;;;;;;;;;;;;
adbs300366;xkbk;dcshoes;adbs300366_dcshoes,p_xkbk_frt2.jpg;adbs300366_dcshoes,p_xkbk_frt1.jpg;adbs300366_dcshoes,p_xkbk_frt3.jpg;adbs300366_dcshoes,p_xkbk_frt4.jpg;adbs300366_dcshoes,p_xkbk_bck1.jpg;adbs300366_dcshoes,p_xkbk_bck2.jpg;adbs300366_dcshoes,p_xkbk_dtl1.jpg;adbs300366_dcshoes,p_xkbk_dtl2.jpg;;;;;;;;;;;;
adbs300366;xkry;dcshoes;adbs300366_dcshoes,p_xkry_frt2.jpg;adbs300366_dcshoes,p_xkry_frt1.jpg;adbs300366_dcshoes,p_xkry_frt3.jpg;adbs300366_dcshoes,p_xkry_frt4.jpg;adbs300366_dcshoes,p_xkry_bck1.jpg;;;;;;;;;;;;;;;
adbs300366;xksw;dcshoes;adbs300366_dcshoes,p_xksw_frt2.jpg;adbs300366_dcshoes,p_xksw_frt1.jpg;adbs300366_dcshoes,p_xksw_frt3.jpg;adbs300366_dcshoes,p_xksw_frt4.jpg;adbs300366_dcshoes,p_xksw_bck1.jpg;adbs300366_dcshoes,p_xksw_bck2.jpg;;;;;;;;;;;;;;
adbs300366;xkwb;dcshoes;adbs300366_dcshoes,p_xkwb_frt2.jpg;adbs300366_dcshoes,p_xkwb_frt1.jpg;adbs300366_dcshoes,p_xkwb_frt3.jpg;adbs300366_dcshoes,p_xkwb_frt4.jpg;adbs300366_dcshoes,p_xkwb_bck1.jpg;adbs300366_dcshoes,p_xkwb_bck2.jpg;;;;;;;;;;;;;;
adbs300366;xsss;dcshoes;adbs300366_dcshoes,p_xsss_frt2.jpg;adbs300366_dcshoes,p_xsss_frt1.jpg;adbs300366_dcshoes,p_xsss_frt3.jpg;adbs300366_dcshoes,p_xsss_frt4.jpg;adbs300366_dcshoes,p_xsss_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;bcm;dcshoes;adbs300367_dcshoes,p_bcm_frt2.jpg;adbs300367_dcshoes,p_bcm_frt1.jpg;adbs300367_dcshoes,p_bcm_frt3.jpg;adbs300367_dcshoes,p_bcm_frt4.jpg;adbs300367_dcshoes,p_bcm_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;bgm;dcshoes;adbs300367_dcshoes,p_bgm_frt2.jpg;adbs300367_dcshoes,p_bgm_frt1.jpg;adbs300367_dcshoes,p_bgm_frt3.jpg;adbs300367_dcshoes,p_bgm_frt4.jpg;adbs300367_dcshoes,p_bgm_bck1.jpg;adbs300367_dcshoes,p_bgm_bck2.jpg;;;;;;;;;;;;;;
adbs300367;bkb;dcshoes;adbs300367_dcshoes,p_bkb_frt2.jpg;adbs300367_dcshoes,p_bkb_frt1.jpg;adbs300367_dcshoes,p_bkb_frt3.jpg;adbs300367_dcshoes,p_bkb_frt4.jpg;adbs300367_dcshoes,p_bkb_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;bkw;dcshoes;adbs300367_dcshoes,p_bkw_frt2.jpg;adbs300367_dcshoes,p_bkw_frt1.jpg;adbs300367_dcshoes,p_bkw_frt3.jpg;adbs300367_dcshoes,p_bkw_frt4.jpg;adbs300367_dcshoes,p_bkw_bck1.jpg;adbs300367_dcshoes,p_bkw_bck2.jpg;;;;;;;;;;;;;;
adbs300367;blo;dcshoes;adbs300367_dcshoes,p_blo_frt2.jpg;adbs300367_dcshoes,p_blo_frt1.jpg;adbs300367_dcshoes,p_blo_frt3.jpg;adbs300367_dcshoes,p_blo_frt4.jpg;adbs300367_dcshoes,p_blo_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;blr;dcshoes;adbs300367_dcshoes,p_blr_frt2.jpg;adbs300367_dcshoes,p_blr_frt1.jpg;adbs300367_dcshoes,p_blr_frt3.jpg;adbs300367_dcshoes,p_blr_frt4.jpg;adbs300367_dcshoes,p_blr_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;bw5;dcshoes;adbs300367_dcshoes,p_bw5_frt2.jpg;adbs300367_dcshoes,p_bw5_frt1.jpg;adbs300367_dcshoes,p_bw5_frt3.jpg;adbs300367_dcshoes,p_bw5_frt4.jpg;adbs300367_dcshoes,p_bw5_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;ca2;dcshoes;adbs300367_dcshoes,p_ca2_frt2.jpg;adbs300367_dcshoes,p_ca2_frt1.jpg;adbs300367_dcshoes,p_ca2_frt3.jpg;adbs300367_dcshoes,p_ca2_frt4.jpg;adbs300367_dcshoes,p_ca2_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;gy1;dcshoes;adbs300367_dcshoes,p_gy1_frt2.jpg;adbs300367_dcshoes,p_gy1_frt1.jpg;adbs300367_dcshoes,p_gy1_frt3.jpg;adbs300367_dcshoes,p_gy1_frt4.jpg;adbs300367_dcshoes,p_gy1_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;we9;dcshoes;adbs300367_dcshoes,p_we9_frt2.jpg;adbs300367_dcshoes,p_we9_frt1.jpg;adbs300367_dcshoes,p_we9_frt3.jpg;adbs300367_dcshoes,p_we9_frt4.jpg;adbs300367_dcshoes,p_we9_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;wea;dcshoes;adbs300367_dcshoes,p_wea_frt2.jpg;adbs300367_dcshoes,p_wea_frt1.jpg;adbs300367_dcshoes,p_wea_frt3.jpg;adbs300367_dcshoes,p_wea_frt4.jpg;adbs300367_dcshoes,p_wea_bck1.jpg;adbs300367_dcshoes,p_wea_bck2.jpg;;;;;;;;;;;;;;
adbs300367;xkgn;dcshoes;adbs300367_dcshoes,p_xkgn_frt2.jpg;adbs300367_dcshoes,p_xkgn_frt1.jpg;adbs300367_dcshoes,p_xkgn_frt3.jpg;adbs300367_dcshoes,p_xkgn_frt4.jpg;adbs300367_dcshoes,p_xkgn_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;xssg;dcshoes;adbs300367_dcshoes,p_xssg_frt2.jpg;adbs300367_dcshoes,p_xssg_frt1.jpg;adbs300367_dcshoes,p_xssg_frt3.jpg;adbs300367_dcshoes,p_xssg_frt4.jpg;adbs300367_dcshoes,p_xssg_bck1.jpg;;;;;;;;;;;;;;;
adbs300367;xssk;dcshoes;adbs300367_dcshoes,p_xssk_frt2.jpg;adbs300367_dcshoes,p_xssk_frt1.jpg;adbs300367_dcshoes,p_xssk_frt3.jpg;adbs300367_dcshoes,p_xssk_frt4.jpg;adbs300367_dcshoes,p_xssk_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;0cp;dcshoes;adbs300369_dcshoes,p_0cp_frt2.jpg;adbs300369_dcshoes,p_0cp_frt1.jpg;adbs300369_dcshoes,p_0cp_frt3.jpg;adbs300369_dcshoes,p_0cp_frt4.jpg;adbs300369_dcshoes,p_0cp_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;bcm;dcshoes;adbs300369_dcshoes,p_bcm_frt2.jpg;adbs300369_dcshoes,p_bcm_frt1.jpg;adbs300369_dcshoes,p_bcm_frt3.jpg;adbs300369_dcshoes,p_bcm_frt4.jpg;adbs300369_dcshoes,p_bcm_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;bfm;dcshoes;adbs300369_dcshoes,p_bfm_frt2.jpg;adbs300369_dcshoes,p_bfm_frt1.jpg;adbs300369_dcshoes,p_bfm_frt3.jpg;adbs300369_dcshoes,p_bfm_frt4.jpg;adbs300369_dcshoes,p_bfm_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;bip;dcshoes;adbs300369_dcshoes,p_bip_frt2.jpg;adbs300369_dcshoes,p_bip_frt1.jpg;adbs300369_dcshoes,p_bip_frt3.jpg;adbs300369_dcshoes,p_bip_frt4.jpg;adbs300369_dcshoes,p_bip_bck1.jpg;adbs300369_dcshoes,p_bip_bck2.jpg;;;;;;;;;;;;;;
adbs300369;bkw;dcshoes;adbs300369_dcshoes,p_bkw_frt2.jpg;adbs300369_dcshoes,p_bkw_frt1.jpg;adbs300369_dcshoes,p_bkw_frt3.jpg;adbs300369_dcshoes,p_bkw_frt4.jpg;adbs300369_dcshoes,p_bkw_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;ca2;dcshoes;adbs300369_dcshoes,p_ca2_frt2.jpg;adbs300369_dcshoes,p_ca2_frt1.jpg;adbs300369_dcshoes,p_ca2_frt3.jpg;adbs300369_dcshoes,p_ca2_frt4.jpg;adbs300369_dcshoes,p_ca2_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;tie;dcshoes;adbs300369_dcshoes,p_tie_frt2.jpg;adbs300369_dcshoes,p_tie_frt1.jpg;adbs300369_dcshoes,p_tie_frt3.jpg;adbs300369_dcshoes,p_tie_frt4.jpg;adbs300369_dcshoes,p_tie_bck1.jpg;;;;;;;;;;;;;;;
adbs300369;xkkn;dcshoes;adbs300369_dcshoes,p_xkkn_frt2.jpg;adbs300369_dcshoes,p_xkkn_frt1.jpg;adbs300369_dcshoes,p_xkkn_frt3.jpg;adbs300369_dcshoes,p_xkkn_frt4.jpg;adbs300369_dcshoes,p_xkkn_bck1.jpg;;;;;;;;;;;;;;;
adbs300370;bpt;dcshoes;adbs300370_dcshoes,p_bpt_frt2.jpg;adbs300370_dcshoes,p_bpt_frt1.jpg;adbs300370_dcshoes,p_bpt_frt3.jpg;adbs300370_dcshoes,p_bpt_frt4.jpg;adbs300370_dcshoes,p_bpt_bck1.jpg;;;;;;;;;;;;;;;
adbs300371;bf0;dcshoes;adbs300371_dcshoes,p_bf0_frt2.jpg;adbs300371_dcshoes,p_bf0_frt1.jpg;adbs300371_dcshoes,p_bf0_frt3.jpg;adbs300371_dcshoes,p_bf0_frt4.jpg;adbs300371_dcshoes,p_bf0_bck1.jpg;;;;;;;;;;;;;;;
adbs300371;hmt;dcshoes;adbs300371_dcshoes,p_hmt_frt2.jpg;adbs300371_dcshoes,p_hmt_frt1.jpg;adbs300371_dcshoes,p_hmt_frt3.jpg;adbs300371_dcshoes,p_hmt_frt4.jpg;adbs300371_dcshoes,p_hmt_bck1.jpg;;;;;;;;;;;;;;;
adbs300372;bpu;dcshoes;adbs300372_dcshoes,p_bpu_frt2.jpg;adbs300372_dcshoes,p_bpu_frt1.jpg;adbs300372_dcshoes,p_bpu_frt3.jpg;adbs300372_dcshoes,p_bpu_frt4.jpg;adbs300372_dcshoes,p_bpu_bck1.jpg;;;;;;;;;;;;;;;
adbs300373;xkks;dcshoes;adbs300373_dcshoes,p_xkks_frt2.jpg;adbs300373_dcshoes,p_xkks_frt1.jpg;adbs300373_dcshoes,p_xkks_frt3.jpg;adbs300373_dcshoes,p_xkks_frt4.jpg;adbs300373_dcshoes,p_xkks_bck1.jpg;;;;;;;;;;;;;;;
adbs300374;bgm;dcshoes;adbs300374_dcshoes,p_bgm_frt2.jpg;adbs300374_dcshoes,p_bgm_frt1.jpg;adbs300374_dcshoes,p_bgm_frt3.jpg;adbs300374_dcshoes,p_bgm_frt4.jpg;adbs300374_dcshoes,p_bgm_bck1.jpg;;;;;;;;;;;;;;;
adbs300374;bkw;dcshoes;adbs300374_dcshoes,p_bkw_frt2.jpg;adbs300374_dcshoes,p_bkw_frt1.jpg;adbs300374_dcshoes,p_bkw_frt3.jpg;adbs300374_dcshoes,p_bkw_frt4.jpg;adbs300374_dcshoes,p_bkw_bck1.jpg;;;;;;;;;;;;;;;
adbs300376;3bk;dcshoes;adbs300376_dcshoes,p_3bk_frt2.jpg;adbs300376_dcshoes,p_3bk_frt1.jpg;adbs300376_dcshoes,p_3bk_frt3.jpg;adbs300376_dcshoes,p_3bk_frt4.jpg;adbs300376_dcshoes,p_3bk_bck1.jpg;adbs300376_dcshoes,p_3bk_bck2.jpg;adbs300376_dcshoes,p_3bk_dtl2.jpg;;;;;;;;;;;;;
adbs300376;bs5;dcshoes;adbs300376_dcshoes,p_bs5_frt2.jpg;adbs300376_dcshoes,p_bs5_frt1.jpg;adbs300376_dcshoes,p_bs5_frt3.jpg;adbs300376_dcshoes,p_bs5_frt4.jpg;adbs300376_dcshoes,p_bs5_bck1.jpg;;;;;;;;;;;;;;;
